"","Site","Exposure","year","depth","transect","Family","Functional.Group","species","abundance"
"289","Big Vickis","Sheltered",2015,"deep",3,"Chaetodontidae","Facultative corallivore","cha.mela",3
"290","Big Vickis","Sheltered",2015,"deep",3,"Chaetodontidae","Facultative corallivore","cha.raff",2
"291","Big Vickis","Sheltered",2015,"deep",3,"Chaetodontidae","Obligate corallivore","cha.afas",1
"292","Big Vickis","Sheltered",2015,"deep",3,"Chaetodontidae","Obligate corallivore","cha.baro",2
"293","Big Vickis","Sheltered",2015,"deep",3,"Chaetodontidae","Obligate corallivore","cha.ttus",2
"294","Big Vickis","Sheltered",2015,"deep",3,"Chaetodontidae","Omnivore","cha.ephi",2
"295","Big Vickis","Sheltered",2015,"deep",3,"Chaetodontidae","Omnivore","cha.vaga",2
"296","Big Vickis","Sheltered",2015,"deep",3,"Chaetodontidae","Spongivore","crd.chry",2
"297","Big Vickis","Sheltered",2015,"deep",3,"Haemulidae","Carnivore","dia.pict",2
"298","Big Vickis","Sheltered",2015,"deep",3,"Haemulidae","Macroinvertivore","ple.chry",2
"299","Big Vickis","Sheltered",2015,"deep",3,"Labridae","Hunting piscivore","tha.luna",2
"300","Big Vickis","Sheltered",2015,"deep",3,"Labridae","Macroinvertivore","che.fasc",4
"301","Big Vickis","Sheltered",2015,"deep",3,"Labridae","Macroinvertivore","hal.marg",1
"302","Big Vickis","Sheltered",2015,"deep",3,"Labridae","Microinvertivore","hal.mela",4
"303","Big Vickis","Sheltered",2015,"deep",3,"Labridae","Microinvertivore","lab.dimi",3
"304","Big Vickis","Sheltered",2015,"deep",3,"Labridae","Microinvertivore","pse.hexa",4
"305","Big Vickis","Sheltered",2015,"deep",3,"Mullidae","Macroinvertivore","par.barb",2
"306","Big Vickis","Sheltered",2015,"deep",3,"Nemipteridae","Carnivore","sco.marg",2
"307","Big Vickis","Sheltered",2015,"deep",3,"Nemipteridae","Carnivore","sco.mono",1
"308","Big Vickis","Sheltered",2015,"deep",3,"Pomacanthidae","Omnivore","cen.bico",2
"309","Big Vickis","Sheltered",2015,"deep",3,"Pomacanthidae","Omnivore","cen.vrol",1
"310","Big Vickis","Sheltered",2015,"deep",3,"Pomacanthidae","Omnivore","poc.sexs",1
"311","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Indeterminate farmer","pom.adel",14
"312","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Intensive farmer","dis.mela",2
"313","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Intensive farmer","dis.pers",1
"314","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Intensive farmer","dis.pros",3
"315","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Omnivore","pom.ambo",3
"316","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Omnivore","pom.brac",7
"317","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Omnivore","pom.molu",12
"318","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Planktivore","acn.poly",3
"319","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Planktivore","amb.cura",13
"320","Big Vickis","Sheltered",2015,"deep",3,"Pomacentridae","Planktivore","pom.naga",1
"321","Big Vickis","Sheltered",2015,"deep",3,"Scaridae","Excavator","chs.micr",1
"322","Big Vickis","Sheltered",2015,"deep",3,"Scaridae","Excavator","chs.sord",1
"323","Big Vickis","Sheltered",2015,"deep",3,"Scaridae","Scraper","hip.long",1
"324","Big Vickis","Sheltered",2015,"deep",3,"Scaridae","Scraper","sca.flav",8
"325","Big Vickis","Sheltered",2015,"deep",3,"Scaridae","Scraper","sca.rivu",2
"326","Big Vickis","Sheltered",2015,"deep",3,"Scaridae","Scraper","sca.schl",4
"327","Big Vickis","Sheltered",2015,"deep",3,"Serranidae","Carnivore","cep.cyan",1
"328","Big Vickis","Sheltered",2015,"deep",3,"Serranidae","Hunting piscivore","pms.leop",2
"329","Big Vickis","Sheltered",2015,"deep",3,"Siganidae","Browser","sig.doli",4
"330","Big Vickis","Sheltered",2015,"deep",3,"Siganidae","Browser","sig.punc",2
"331","Big Vickis","Sheltered",2015,"shallow",1,"Acanthuridae","Cropper","aca.ncus",7
"332","Big Vickis","Sheltered",2015,"shallow",1,"Acanthuridae","Cropper","zeb.scop",6
"333","Big Vickis","Sheltered",2015,"shallow",1,"Acanthuridae","Cropper","zeb.veli",1
"334","Big Vickis","Sheltered",2015,"shallow",1,"Acanthuridae","Grazer","aca.bloc",1
"335","Big Vickis","Sheltered",2015,"shallow",1,"Acanthuridae","Grazer","cte.stri",15
"336","Big Vickis","Sheltered",2015,"shallow",1,"Caesionidae","Planktivore","cae.cuni",22
"337","Big Vickis","Sheltered",2015,"shallow",1,"Caesionidae","Planktivore","pte.tile",10
"338","Big Vickis","Sheltered",2015,"shallow",1,"Caesionidae","Planktivore","pte.tril",110
"339","Big Vickis","Sheltered",2015,"shallow",1,"Carangidae","Hunting piscivore","crx.mela",2
"340","Big Vickis","Sheltered",2015,"shallow",1,"Chaetodontidae","Facultative corallivore","cha.mela",3
"341","Big Vickis","Sheltered",2015,"shallow",1,"Chaetodontidae","Obligate corallivore","cha.afas",1
"342","Big Vickis","Sheltered",2015,"shallow",1,"Chaetodontidae","Obligate corallivore","cha.baro",6
"343","Big Vickis","Sheltered",2015,"shallow",1,"Chaetodontidae","Obligate corallivore","cha.ttus",4
"344","Big Vickis","Sheltered",2015,"shallow",1,"Chaetodontidae","Omnivore","cha.mert",1
"345","Big Vickis","Sheltered",2015,"shallow",1,"Chaetodontidae","Omnivore","cha.vaga",2
"346","Big Vickis","Sheltered",2015,"shallow",1,"Haemulidae","Carnivore","dia.pict",1
"347","Big Vickis","Sheltered",2015,"shallow",1,"Kyphosidae","Browser","kyp.vaig",1
"348","Big Vickis","Sheltered",2015,"shallow",1,"Labridae","Carnivore","epb.insi",1
"349","Big Vickis","Sheltered",2015,"shallow",1,"Labridae","Hunting piscivore","tha.luna",1
"350","Big Vickis","Sheltered",2015,"shallow",1,"Labridae","Macroinvertivore","che.chlo",1
"351","Big Vickis","Sheltered",2015,"shallow",1,"Labridae","Macroinvertivore","che.tril",2
"352","Big Vickis","Sheltered",2015,"shallow",1,"Labridae","Macroinvertivore","hem.melt",5
"353","Big Vickis","Sheltered",2015,"shallow",1,"Labridae","Microinvertivore","lab.dimi",2
"354","Big Vickis","Sheltered",2015,"shallow",1,"Labridae","Omnivore","tha.hard",2
"355","Big Vickis","Sheltered",2015,"shallow",1,"Labridae","Omnivore","tha.lute",1
"356","Big Vickis","Sheltered",2015,"shallow",1,"Lutjanidae","Carnivore","lut.carp",1
"357","Big Vickis","Sheltered",2015,"shallow",1,"Lutjanidae","Hunting piscivore","lut.mono",3
"358","Big Vickis","Sheltered",2015,"shallow",1,"Nemipteridae","Macroinvertivore","sco.bili",2
"359","Big Vickis","Sheltered",2015,"shallow",1,"Pomacanthidae","Omnivore","poc.sexs",1
"360","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Extensive farmer","hgy.plag",3
"361","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Extensive farmer","pgy.lacr",4
"362","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Extensive farmer","pom.ward",14
"363","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Indeterminate farmer","pom.adel",19
"364","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Intensive farmer","ste.nigr",2
"365","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Omnivore","amb.leuc",3
"366","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Omnivore","amp.clar",3
"367","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Omnivore","neg.mela",1
"368","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Omnivore","pom.brac",8
"369","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Omnivore","pom.molu",48
"370","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Planktivore","acn.poly",9
"371","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Planktivore","amb.cura",10
"372","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Planktivore","chr.tern",5
"373","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Planktivore","chr.viri",12
"374","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Planktivore","pom.lepi",1
"375","Big Vickis","Sheltered",2015,"shallow",1,"Pomacentridae","Planktivore","pom.naga",3
"376","Big Vickis","Sheltered",2015,"shallow",1,"Scaridae","Excavator","chs.sord",1
"377","Big Vickis","Sheltered",2015,"shallow",1,"Scaridae","Scraper","sca.nigr",3
"378","Big Vickis","Sheltered",2015,"shallow",1,"Scaridae","Scraper","sca.rivu",2
"379","Big Vickis","Sheltered",2015,"shallow",1,"Scaridae","Scraper","sca.schl",1
"380","Big Vickis","Sheltered",2015,"shallow",1,"Serranidae","Carnivore","cep.cyan",4
"381","Big Vickis","Sheltered",2015,"shallow",1,"Serranidae","Carnivore","cep.micr",1
"382","Big Vickis","Sheltered",2015,"shallow",1,"Serranidae","Hunting piscivore","pms.leop",2
"383","Big Vickis","Sheltered",2015,"shallow",1,"Siganidae","Browser","sig.doli",2
"384","Big Vickis","Sheltered",2015,"shallow",1,"Siganidae","Browser","sig.vulp",4
"385","Big Vickis","Sheltered",2015,"shallow",2,"Acanthuridae","Cropper","aca.ncus",6
"386","Big Vickis","Sheltered",2015,"shallow",2,"Acanthuridae","Cropper","zeb.scop",13
"387","Big Vickis","Sheltered",2015,"shallow",2,"Acanthuridae","Grazer","cte.stri",11
"388","Big Vickis","Sheltered",2015,"shallow",2,"Acanthuridae","Planktivore","nas.annu",1
"389","Big Vickis","Sheltered",2015,"shallow",2,"Caesionidae","Planktivore","cae.tere",55
"390","Big Vickis","Sheltered",2015,"shallow",2,"Caesionidae","Planktivore","pte.tril",25
"391","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Facultative corallivore","cha.citr",1
"392","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Facultative corallivore","cha.mela",2
"393","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Facultative corallivore","cha.ulie",2
"394","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Microinvertivore","chm.rost",2
"395","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.afas",1
"396","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.baro",17
"397","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.pleb",1
"398","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.rain",1
"399","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.ttus",6
"400","Big Vickis","Sheltered",2015,"shallow",2,"Chaetodontidae","Omnivore","cha.ephi",2
"401","Big Vickis","Sheltered",2015,"shallow",2,"Labridae","Carnivore","che.undu",1
"402","Big Vickis","Sheltered",2015,"shallow",2,"Labridae","Hunting piscivore","tha.luna",7
"403","Big Vickis","Sheltered",2015,"shallow",2,"Labridae","Macroinvertivore","cho.fasc",1
"404","Big Vickis","Sheltered",2015,"shallow",2,"Labridae","Macroinvertivore","hem.melt",2
"405","Big Vickis","Sheltered",2015,"shallow",2,"Labridae","Microinvertivore","hal.mela",1
"406","Big Vickis","Sheltered",2015,"shallow",2,"Labridae","Microinvertivore","lab.dimi",7
"407","Big Vickis","Sheltered",2015,"shallow",2,"Lutjanidae","Carnivore","lut.carp",1
"408","Big Vickis","Sheltered",2015,"shallow",2,"Lutjanidae","Carnivore","lut.kasm",9
"409","Big Vickis","Sheltered",2015,"shallow",2,"Lutjanidae","Carnivore","lut.quin",53
"410","Big Vickis","Sheltered",2015,"shallow",2,"Nemipteridae","Macroinvertivore","sco.bili",4
"411","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Extensive farmer","hgy.plag",2
"412","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Extensive farmer","pom.ward",3
"413","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Indeterminate farmer","pom.adel",12
"414","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Omnivore","amb.leuc",4
"415","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Omnivore","neg.mela",1
"416","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Omnivore","pom.brac",5
"417","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Omnivore","pom.molu",63
"418","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Planktivore","abu.whit",3
"419","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Planktivore","acn.poly",7
"420","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Planktivore","amb.cura",15
"421","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Planktivore","chr.alis",12
"422","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Planktivore","chr.tern",4
"423","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Planktivore","chr.viri",1
"424","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Planktivore","neo.azys",12
"425","Big Vickis","Sheltered",2015,"shallow",2,"Pomacentridae","Planktivore","pom.lepi",1
"426","Big Vickis","Sheltered",2015,"shallow",2,"Scaridae","Excavator","chs.micr",1
"427","Big Vickis","Sheltered",2015,"shallow",2,"Scaridae","Excavator","chs.sord",14
"428","Big Vickis","Sheltered",2015,"shallow",2,"Scaridae","Scraper","sca.dimi",1
"429","Big Vickis","Sheltered",2015,"shallow",2,"Scaridae","Scraper","sca.nigr",1
"430","Big Vickis","Sheltered",2015,"shallow",2,"Scaridae","Scraper","sca.ovic",1
"431","Big Vickis","Sheltered",2015,"shallow",2,"Scaridae","Scraper","sca.rivu",2
"432","Big Vickis","Sheltered",2015,"shallow",2,"Scaridae","Scraper","sca.schl",9
"433","Big Vickis","Sheltered",2015,"shallow",2,"Serranidae","Carnivore","cep.cyan",2
"434","Big Vickis","Sheltered",2015,"shallow",2,"Siganidae","Browser","sig.cora",2
"435","Big Vickis","Sheltered",2015,"shallow",3,"Acanthuridae","Cropper","aca.ncus",5
"436","Big Vickis","Sheltered",2015,"shallow",3,"Acanthuridae","Cropper","zeb.scop",1
"437","Big Vickis","Sheltered",2015,"shallow",3,"Acanthuridae","Grazer","aca.bloc",5
"438","Big Vickis","Sheltered",2015,"shallow",3,"Acanthuridae","Grazer","cte.bino",1
"439","Big Vickis","Sheltered",2015,"shallow",3,"Acanthuridae","Grazer","cte.stri",3
"440","Big Vickis","Sheltered",2015,"shallow",3,"Acanthuridae","Planktivore","nas.annu",3
"441","Big Vickis","Sheltered",2015,"shallow",3,"Balistidae","Macroinvertivore","bal.viri",1
"442","Big Vickis","Sheltered",2015,"shallow",3,"Caesionidae","Planktivore","cae.cuni",35
"443","Big Vickis","Sheltered",2015,"shallow",3,"Chaetodontidae","Facultative corallivore","cha.ulie",1
"444","Big Vickis","Sheltered",2015,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.afas",3
"445","Big Vickis","Sheltered",2015,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.baro",8
"446","Big Vickis","Sheltered",2015,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.pleb",1
"447","Big Vickis","Sheltered",2015,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.ttus",2
"448","Big Vickis","Sheltered",2015,"shallow",3,"Chaetodontidae","Omnivore","cha.ephi",2
"449","Big Vickis","Sheltered",2015,"shallow",3,"Chaetodontidae","Omnivore","cha.vaga",2
"450","Big Vickis","Sheltered",2015,"shallow",3,"Labridae","Hunting piscivore","tha.luna",3
"451","Big Vickis","Sheltered",2015,"shallow",3,"Labridae","Microinvertivore","hal.mela",3
"452","Big Vickis","Sheltered",2015,"shallow",3,"Labridae","Microinvertivore","lab.dimi",3
"453","Big Vickis","Sheltered",2015,"shallow",3,"Labridae","Microinvertivore","stj.band",1
"454","Big Vickis","Sheltered",2015,"shallow",3,"Lutjanidae","Carnivore","lut.carp",2
"455","Big Vickis","Sheltered",2015,"shallow",3,"Lutjanidae","Carnivore","lut.gibb",3
"456","Big Vickis","Sheltered",2015,"shallow",3,"Nemipteridae","Carnivore","sco.marg",1
"457","Big Vickis","Sheltered",2015,"shallow",3,"Nemipteridae","Macroinvertivore","sco.bili",1
"458","Big Vickis","Sheltered",2015,"shallow",3,"Pomacanthidae","Omnivore","poc.sexs",1
"459","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Extensive farmer","pom.ward",1
"460","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Indeterminate farmer","pom.adel",16
"461","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Intensive farmer","dis.pros",1
"462","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Omnivore","pom.ambo",3
"463","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Omnivore","pom.brac",9
"464","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Omnivore","pom.molu",16
"465","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Omnivore","pre.biac",2
"466","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Planktivore","abu.whit",1
"467","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Planktivore","acn.poly",4
"468","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Planktivore","amb.cura",11
"469","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Planktivore","chr.viri",13
"470","Big Vickis","Sheltered",2015,"shallow",3,"Pomacentridae","Planktivore","pom.naga",2
"471","Big Vickis","Sheltered",2015,"shallow",3,"Scaridae","Excavator","chs.micr",2
"472","Big Vickis","Sheltered",2015,"shallow",3,"Scaridae","Scraper","sca.nigr",6
"473","Big Vickis","Sheltered",2015,"shallow",3,"Scaridae","Scraper","sca.rivu",13
"474","Big Vickis","Sheltered",2015,"shallow",3,"Scaridae","Scraper","sca.schl",3
"475","Big Vickis","Sheltered",2015,"shallow",3,"Serranidae","Carnivore","cep.cyan",2
"476","Big Vickis","Sheltered",2015,"shallow",3,"Serranidae","Hunting piscivore","pms.leop",3
"477","Big Vickis","Sheltered",2015,"shallow",3,"Siganidae","Browser","sig.doli",2
"478","Blue Lagoon","Lagoon",2011,"deep",1,"Acanthuridae","Cropper","zeb.veli",1
"479","Blue Lagoon","Lagoon",2011,"deep",1,"Acanthuridae","Grazer","aca.bloc",1
"480","Blue Lagoon","Lagoon",2011,"deep",1,"Acanthuridae","Grazer","aca.xant",4
"481","Blue Lagoon","Lagoon",2011,"deep",1,"Acanthuridae","Grazer","cte.stri",1
"482","Blue Lagoon","Lagoon",2011,"deep",1,"Chaetodontidae","Facultative corallivore","cha.mela",1
"483","Blue Lagoon","Lagoon",2011,"deep",1,"Chaetodontidae","Obligate corallivore","cha.pleb",1
"484","Blue Lagoon","Lagoon",2011,"deep",1,"Haemulidae","Carnivore","dia.pict",1
"485","Blue Lagoon","Lagoon",2011,"deep",1,"Labridae","Hunting piscivore","tha.luna",6
"486","Blue Lagoon","Lagoon",2011,"deep",1,"Labridae","Macroinvertivore","che.fasc",1
"487","Blue Lagoon","Lagoon",2011,"deep",1,"Labridae","Macroinvertivore","cor.batu",1
"488","Blue Lagoon","Lagoon",2011,"deep",1,"Labridae","Macroinvertivore","wet.albi",1
"489","Blue Lagoon","Lagoon",2011,"deep",1,"Labridae","Microinvertivore","lab.dimi",1
"490","Blue Lagoon","Lagoon",2011,"deep",1,"Lethrinidae","Carnivore","let.nebu",3
"491","Blue Lagoon","Lagoon",2011,"deep",1,"Nemipteridae","Carnivore","sco.marg",5
"492","Blue Lagoon","Lagoon",2011,"deep",1,"Nemipteridae","Carnivore","sco.marg ",1
"493","Blue Lagoon","Lagoon",2011,"deep",1,"Pomacentridae","Extensive farmer","hgy.plag",5
"494","Blue Lagoon","Lagoon",2011,"deep",1,"Pomacentridae","Extensive farmer","pom.gram",8
"495","Blue Lagoon","Lagoon",2011,"deep",1,"Pomacentridae","Indeterminate farmer","pom.adel",8
"496","Blue Lagoon","Lagoon",2011,"deep",1,"Pomacentridae","Intensive farmer","dis.pers",2
"497","Blue Lagoon","Lagoon",2011,"deep",1,"Pomacentridae","Intensive farmer","dis.pros",4
"498","Blue Lagoon","Lagoon",2011,"deep",1,"Pomacentridae","Omnivore","pom.ambo",7
"499","Blue Lagoon","Lagoon",2011,"deep",1,"Pomacentridae","Omnivore","pom.molu",23
"500","Blue Lagoon","Lagoon",2011,"deep",1,"Pomacentridae","Planktivore","amb.cura",18
"501","Blue Lagoon","Lagoon",2011,"deep",1,"Pomacentridae","Planktivore","chy.roll",14
"502","Blue Lagoon","Lagoon",2011,"deep",1,"Scaridae","Excavator","chs.micr",4
"503","Blue Lagoon","Lagoon",2011,"deep",1,"Scaridae","Scraper","sca.alti",1
"504","Blue Lagoon","Lagoon",2011,"deep",1,"Scaridae","Scraper","sca.flav",5
"505","Blue Lagoon","Lagoon",2011,"deep",1,"Siganidae","Browser","sig.doli",1
"506","Blue Lagoon","Lagoon",2011,"deep",2,"Acanthuridae","Cropper","zeb.veli",3
"507","Blue Lagoon","Lagoon",2011,"deep",2,"Acanthuridae","Grazer","cte.stri",3
"508","Blue Lagoon","Lagoon",2011,"deep",2,"Chaetodontidae","Obligate corallivore","cha.ttus",2
"509","Blue Lagoon","Lagoon",2011,"deep",2,"Chaetodontidae","Omnivore","cha.auri",1
